address,country,exchanges,focus,hours,last_exchange,members,name,notes,offers,phone,postal,requests,slug,sponsor,url,url_2,mission
2499 Kapiolani Blvd,United States,31,,86,3 years 24 weeks ago,87,Oahu Timebank,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">224 725-0669</span>
</div>","Honolulu, Hawaii 96826",0,timebanks/oahu-timebank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Aloha Resiliency</span>
</div>",http://oahu.timebanks.org,,"We work under an abundance-based and equity ideology. We live in a world of plenty. We each have something to offer. The Oahu Timebank platform will allow us to easily exchange our resources and needs. In doing so, we hope to fulfill our needs locally, without a monetary exchange."
10239 Ojai Santa Paula Road,United States,60,,106,9 weeks 21 hours ago,40,Ojai Time Exchange,,35,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">805 427 1932</span>
</div>","Ojai, California 93023",24,timebanks/ojai-time-exchange,,http://ojai.timebanks.org,,Placing Value on your Free Time
46 Barre St.,United States,16449,,49337,2 days 3 hours ago,163,Onion River Exchange,,201,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">802-661-8959</span>
</div>","Montpelier, Vermont 05602",202,node/863,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Onion River Exchange</span>
</div>",http://orexchange.timebanks.org,,"The Onion River Exchange fosters the well-being of our community by providing an exchange network of services and goods that strengthens social cohesion, encourages reciprocity, enhances our local economy and is built on a foundation of respect and equality."
"c/- 115 Waerenga Road,",New Zealand,2778,,7396,8 weeks 2 days ago,74,Otaki Timebank,,8,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">06 364 6832</span>
</div>","Otaki, Wellington 5512",8,timebanks/otaki-timebank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Transition Town Otaki</span>
</div>",http://otaki.timebanks.org,,"Redefining work Everyone’s time is equal, if you give one hours work you will receive one time credit. If you have another member do one hour’s work for you, they are paid one hour credit and you are debited one hour credit. You don’t have to trade with the same person, you can use or spend your credits with anyone. Timebanking is a non-profit, grassroots initiative committed to building sustainable, connected community. Timebanks are major assets to communities in the face of natural and economic crises - Lyttleton Timebank was instrumental in the Christchurch earthquake recovery. What’s more, each exchange contributes to building community interdependence, the free exchange of local knowledge, facilitating integration for newcomers, and intergenerational networks."
220 W. Market,United States,10,,23,2 years 44 weeks ago,6,Our Community Time Bank,,1,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">567-204-9721</span>
</div>","Lima, Ohio 45801",1,timebanks/our-community-time-bank,,http://ourcommunity.timebanks.org,,To build a stronger community.
"1640 Good Hope Rd. SE,",United States,49,,253,1 year 48 weeks ago,32,Our Sharing Community At Bread,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">2024808913</span>
</div>","Washington, District Of Columbia 20020",0,timebanks/our-sharing-community-bread,,http://oscab.timebanks.org,,
102 S. Main St.,United States,160,,231,1 year 39 weeks ago,44,Our TimeBank of Washington County,,14,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">414-335-8219</span>
</div>","West Bend, Wisconsin 53095",14,timebanks/our-timebank-washington-county,,http://washingtoncountywi.timebanks.org,,To build community through the exchange of time and talents.
"200 Federal St., Suite 300",United States,5,,8,3 years 40 weeks ago,19,Pay It Forward Bank,,18,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">6092543577</span>
</div>","Camden, New Jersey 8103",18,timebanks/pay-it-forward-bank,,http://pay4wardbank.timebanks.org,,
"2237 Kimberton Rd, PO Box 964",United States,11929,,41212,5 hours 30 min ago,164,Phoenixville Area Time Bank,Email: pa.timedollar@gmail.com for more information.,51,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">6106089281</span>
</div>","Phoenixville, Pennsylvania 19460",69,node/1009,,http://patb.timebanks.org,,"Creating a strong, responsive,  connected community where,  using hours as currency,  exchanges of personal talents  are filling unmet needs."
206 Mungavin Avenue,New Zealand,164,,350,6 days 21 hours ago,23,Porirua TimeBank,,5,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">276886970</span>
</div>","Porirua, Wellington 5243",7,timebanks/porirua-timebank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Wesley Wellington Mission Inc</span>
</div>",http://porirua.timebanks.org,,"To encourage community interaction in the hope that members see their true value within the community with their various talents and abilities and not through ""monetary status""."
"3738 Chouteau Avenue, Suite 200",United States,none (start up),,none (start up),none (start up),2,PrideCenter STL,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">314-317-0077</span>
</div>","St. Louis, Missouri 63110",0,timebanks/pridecenter-stl,,http://pridestl.timebanks.org,,
68 Austral Parade,Australia,363,,864,1 year 50 weeks ago,77,Project Bunbury,,5,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">405581973</span>
</div>","Bunbury,  6230",8,timebanks/project-bunbury,,http://projectbunbury.timebanks.org,,"To Promote Community Connectedness through generosity, trust and equality"
1601 W Stiles St,United States,107,,344,6 days 21 hours ago,32,Reciprocity Time Bank,,42,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">267-606-0992</span>
</div>","Philadelphia, Pennsylvania 19121",45,timebanks/reciprocity,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Womanist Working Collective</span>
</div>",http://reciprocity.timebanks.org,,"The Womanist Working Collective launched our own collective Time Bank, a service exchange system which uses time instead of money. Time is the currency given for giving your time to another participant. We are organizing for non-extractive economic alternatives, increased community self-determination, intentional civic engagement and the large scale mobilization of community resources. For example, participating in a neighborhood clean-up day for 1 hour earns you 1 time credit, in which you can then cash in for 1 time credit for resume writing assistance from another participant or bank that credit and allow it to accumulate for a larger cash out."
1327 Grandin Rd. SW,United States,3,,7,1 year 33 weeks ago,12,Roanoke Valley Time Bank,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">540-339-6362</span>
</div>","Roanoke, Virginia 24016",0,timebanks/roanoke-valley-time-bank,,http://rvtb.timebanks.org,,
3401 Paris Blvd,United States,none (start up),,none (start up),none (start up),5,Scouts,,3,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">614-638-4004</span>
</div>","Westerville, Ohio 43081",3,timebanks/scouts,,http://scouts.timebanks.org,,Learning and sharing as a community to reduce reliance on capitalism.
390 Morris Street,United States,1949,,4511,1 hour 21 min ago,218,Sebastopol Area Time Bank,,122,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">707-861-8463</span>
</div>","Sebastopol, California 95472",125,timebanks/sebastopol-area-time-bank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Sebastopol Community Cultural Center</span>
</div>",http://sebastopolarea.timebanks.org,,"We will create and sustain a supportive, reciprocal network where all members are respected and valued equally for their time and talents with the purpose of building community."
457 Capistrano Drive,United States,5161,,16941,2 years 29 weeks ago,157,Sobrante Park Time Banking,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">510-777-9262</span>
</div>","Oakland, California 94603",0,node/912,,http://sobrantepark.timebanks.org,,"To build a trusting community through service exchanges, multi-cultural relationships and collaborations with government, organizations, faith and business."
1185 Macfarlane Ave,United States,108,,446,19 hours 3 min ago,18,Spring Hill FL Time Bank,,15,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">727-517-1148</span>
</div>","Spring Hill, Florida 34608",6,timebanks/spring-hill-fl-time-bank,,http://springhillfl.timebanks.org,,We help the Spring Hill area create a network of neighbors who care for each other.  We build and strengthen relationships by connecting people’s unmet needs and untapped resources.
"12727 Coursey Blvd, Apt 1087",United States,2,,29856,27 weeks 2 days ago,9,Spurt Time Bank,,2,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">856-533-2423</span>
</div>","Baton Rouge, Louisiana 70816",2,node/1330,,http://spurt.timebanks.org,,SPURT is Better than Currency and is backed and recognized officially. SPURT was created to make it easier to do business with money that is not subject to inflation or devaluation. Use it to do business with other SPURT account holders and create new opportunities.
2138 7th Avenue North,United States,3272,,7740,1 min 25 sec ago,166,St. Pete Time Bank,,180,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">727.835.8463</span>
</div>","St. Petersburg, Florida 33713",211,timebanks/everyday-hero-exchange,,http://stpete.timebanks.org,,To support the growth of a time-based community that teaches its members to exchange goods and services without the use of cash.
1212 Canyon Blvd,United States,2,,7,17 weeks 1 day ago,126,StarTribe Hours,,5,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">786-424-0392</span>
</div>","Boulder, Colorado 80204",4,timebanks/startribe-hours,,http://startribehours.timebanks.org,,"StarTribe Hours is a time-based medium of exchange developed to support the passions and healthy growth of our global community.     StarTribe Alliance aims to build a global network of superhero activists and communities continuously working to make the world a better place through conscious Earth-stewardship, daily practice of our core values and self-accountability.  Our long term goal is to create an international, sister-city network of alternative eco-schools/peace sanctuaries, with unifying core values, for volunteers, teachers, healers, farmers, and people in need.  Some of these eco-school sites would also double as animal sanctuaries, and many of them as holistic healing centers. By living in accordance with our core values, making ethical life and business choices that are healthy for each other and the environment, we form an alliance that serves the betterment of the planet and the harmonious co-existence of all of its creatures."
"2208 2nd Avenue, Suite 100",United States,1964,,4760,1 day 4 hours ago,50,SWEL Timebank,,105,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">206 727-6206</span>
</div>","Seattle, Washington 98121",93,timebanks/swel-timebank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Senior Services</span>
</div>",http://swel.timebanks.org,,"To encourage community communication, interaction and involvement To provide formal structure for connection and accountability To foster mutual respect for all individuals and bridge gaps of diversity To provide economic relief through access to alternative resources To promote equality and recognition for the sharing of time and gifts To provide assistance for help that may otherwise go unattended To promote continued independence in the community"
"6827 4th Street, NW, #213",United States,29,,149,36 weeks 6 days ago,28,TakomaTime,,16,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">202-722-1727</span>
</div>","Washington, District Of Columbia 20012",9,timebanks/takomatime-0,,http://takomatime.timebanks.org,,"A neighborhood TimeBank serving Historic Takoma Park in DC and MD. The TimeBank is open to others but the focus of activities and outreach is the local neighborhood. Historic Takoma Park overlaps the DC and MD border in the northwest corner of DC. In DC, Historic Takoma Park is a neighborhood usually called Takoma or Takoma DC. Takoma Park, MD, is much larger and is its own incorporated town. When developed in the 1880s the two were one town and shared a zip code well into the middle of the 20th Century. Locating us on the map may be simpler by looking for the Takoma Metro Station. The purpose of TakomaTime is to bring the neighborhood together by sharing time and skills, and increasing communication."
254 Wilson St,United States,12,,52,45 weeks 6 days ago,12,Taney County Time Bank,,17,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">417-230-3685</span>
</div>","Branson, Missouri 65616",16,timebanks/taney-county-time-bank,,http://taneycounty.timebanks.org,,"To invite the community to join in a reciprocal network where all members are respected and valued for their time and talents. Through the sharing of our talents and needs, we will sustain a member driven time bank where everyone is a contributor, turning ""You need me"" into ""We need each other."""
13 Lyn Street,New Zealand,2516,,5721,1 hour 25 min ago,291,Taranaki Timebank,,63,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">06 769 5505</span>
</div>","New Plymouth,  4310",66,timebanks/timebank-taranaki,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Imagine Better</span>
</div>",http://taranaki.timebanks.org,,"Vision “Putting the Unity back in Community” to enhance and support positive opportunities for Taranaki Timebank members now and in the future... hour by hour. Neighbour helping neighbour where every person's time has equal value. What a world we could have if we all value each other equally, share our gifts, talents and time with our neighbour(s) and have a mechanism for asking for the help we need in return. Mission To connect people who have gifts, skills and knowledge and a willingness to share them for the benefit of others; a “give and take” system managed through the use of computer technology and the Internet that will strengthen our community in a positive way."
,,1,,1,25 weeks 1 day ago,3,test-launch-2018-07-28-2058,,0,,,0,timebanks/test-launch-2018-07-28-2058,,http://test-launch-2018-07-28-2058.timebanks.org,,
"421 McBain Road, RR 2",Canada,1,,2,12 weeks 1 day ago,19,The Community Project (Scotsburn Area),,1,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">9023012530</span>
</div>","Scotsburn, Nova Scotia B0K 1R0",2,timebanks/community-project-scotsburn,,http://thecommunityproject.timebanks.org,,"To build strong community support networks by exchanging time, labor, skills, and resources."
"38 Victoria St, Alicetown",New Zealand,2988,,6027,3 days 15 hours ago,266,The Hutt Timebank,,46,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">+64 45892646</span>
</div>","Lower Hutt,  5010",35,timebanks/hutt-south-timebank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Transition Town Lower Hutt</span>
</div>",http://huttsouth.timebanks.org,,Promoting an active and connected community.
"The Portal/The Info Centre, 20 Oxford Street",New Zealand,11923,,153370,2 hours 6 min ago,860,The Lyttelton Time Bank,,15,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">64 21 047 6144</span>
</div>","Lyttelton, Canterbury 8082",26,node/990,,http://lyttelton.timebanks.org,,Creating Community Together   One Trade at a Time.
1416 44th St NE,United States,1,,2,1 year 51 weeks ago,10,The Sanctuary Intergenerational Senior Village,,1,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">(202) 742-6880</span>
</div>","Washington, District Of Columbia 20019",1,timebanks/sanctuary-intergenerational-senior-village,,http://sanctuaryseniorvillage.timebanks.org,,"The mission of The Sanctuary Intergenerational Senior Villages is to work in neighborhoods to provide supportive services that empower individuals to thrive in their community with dignity and respect. The Sanctuary engages the strengths within our communities that emphasizes people’s self-determination with a focus on intergenerational activities that are enriching to seniors, youth, and families."
10615-D Tierrasanta Blvd.,United States,4512,,7863,6 weeks 4 hours ago,65,Tierrasanta Village of San Diego,"Our Time Bank is a benefit of membership in Tierrasanta Village of San Diego (TVSD) a non profit 501(c)3.  Our Village is restricted to residents of Tierrasanta (an urban community within San Diego, California)  who are age 50 and older.",161,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">858-569-9119</span>
</div>","San Diego, California 92124",160,node/933,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Tierrasanta Village of San Diego</span>
</div>",http://tierrasanta.timebanks.org,,Ensuring that we live life to the fullest in our own homes and in our community as we 'age-in-place'.
1104 N. Broad St.,United States,3,,3,3 years 24 weeks ago,18,Time Bank of Galesburg,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">3123809487</span>
</div>","Galesburg, Illinois 61401",0,timebanks/time-bank-galesburg,,http://galesburgil.timebanks.org,,"Our mission is to create and strengthen informal support systems in the community by exchanging services. We believe that the human infrastructure that is necessary to care for children, the frail, and elderly, to build and maintain connections with others, and to build safe and vibrant communities requires work and that it is work that should be valued."
548 Lake Shore Drive,United States,446,,1950,1 year 12 weeks ago,209,Time Bank of West Milford,,2,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">973 853-4134</span>
</div>","Hewitt, New Jersey 07421",2,node/883,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Sustainable West Milford</span>
</div>",http://westmilford.timebanks.org,,"Our mission is to provide a community resource for West Milford, New Jersey and surrounding communities, connecting unmet needs with untapped resources."
42164 Cabot Trail,Canada,468,,900,2 hours 49 min ago,119,Time Bank St. Ann's Bay,,82,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">902-929-2399</span>
</div>","Wreck Cove, Nova Scotia B0C 1H0",80,timebanks/time-bank-st-anns-bay,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">St. Ann's Bay Development Association</span>
</div>",http://stannsbay.timebanks.org,,"The St. Ann’s Bay Time Bank helps the community to work together to build an ever-evolving and inclusive exchange of services that supports social cohesion, encourages reciprocity, enhances our local economy and is based on respect and equality."
14 Ludstone Rd,New Zealand,21,,42,11 weeks 15 hours ago,16,Time Exchange Kaikoura,,1,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">64278072874</span>
</div>","Kaikoura, Canterbury 7300",4,timebanks/kaikoura-time-exchange,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Kaikoura Education Trust</span>
</div>",http://kaikoura.timebanks.org,,"Kaikoura Time Exchange will be a vehicle for our community to share their skills and time and connect with each other, valuing all people equally. Meeting the real needs of our community through exchanges by and for ourselves. Creating a vehicle for serving and being served."
PO Box 75,United States,4539,,28675,1 day 18 min ago,176,Time Initiative of Maine,,79,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">(207) 385-4238</span>
</div>","Augusta, Maine 04332",84,timebanks/time-initiative-maine,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Resources for Organizing and Social Change</span>
</div>",http://mainetime.timebanks.org,,"We link Maine communities in a statewide network based on good will, sharing our skills and resources to improve quality of life through reciprocity."
11F Settlers Crescent,New Zealand,26,,647,12 weeks 19 hours ago,24,TimeBank Aotearoa New Zealand,,3,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">277391832</span>
</div>","Ferrymead, Canterbury 8023",3,timebanks/timebank-aotearoa-new-zealand,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Project Lyttelton</span>
</div>",http://newzealand.timebanks.org,,"It is our mission to establish a national body for TimeBanking in New Zealand to strengthen the community sector by making resources, expertise, interconnections and support easily available to those initiating and developing TimeBanks throughout this country."
51 Dineen Drive,Canada,95,,61,2 years 2 weeks ago,79,TimeBank Fredericton,,1,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">506-440-1858</span>
</div>","Fredericton, New Brunswick E3B 5G3",1,timebanks/timebank-fredericton,,http://tbfredericton.timebanks.org,,The mission of TimeBank NB Fredericton is to build a network of people working cooperatively to contribute to each other's well-being through giving and receiving services in an alternative economy based on valuing human time.
7345 Kula Hwy,United States,none (start up),,none (start up),none (start up),2,Timebank Hawai'i,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">808-372-0804</span>
</div>","Kula, Hawaii 96790",0,timebanks/timebank-hawaii,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Sweet Annie</span>
</div>",http://tbhawaii.timebanks.org,,"To co-create a community based upon values, authenticity, and the fullest expression of each person, living in congruence and alignment."
"40 Chamberlain Avenue, Amberley Beach",New Zealand,3434,,14912,3 hours 35 min ago,340,TimeBank Hurunui,,19,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">+64 3 314 9448</span>
</div>","Amberley,  RD1",17,timebanks/timebank-hurunui,,http://hurunui.timebanks.org,,"Spending Time, Making Time"
P.O. Box 46241,United States,441,,2953,13 weeks 19 hours ago,165,TimeBank Indianapolis,,31,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">888-362-6588</span>
</div>","Indianapolis, Indiana 46241",32,timebanks/mcs-1-stop-central-indiana-community,,http://mcs1stopindy.timebanks.org,,"Our vision is to value time equally and increase access to wealth & community. Our mission is to create a community-wide circle of giving, building relationships by connecting untapped resources with unmet needs. Through reciprocity we celebrate that everyone has unique gifts to share"
102 Parnell Heights Drive,New Zealand,730,,1995,3 weeks 6 days ago,87,TimeBank Manawatu,,42,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">275950111</span>
</div>","Palmerston North, Manawatu-Wanganui 4414",45,timebanks/timebank-manawatu,,http://manawatu.timebanks.org,,"Our Mission Statement is under development. We are adhering to the 5 core values that USA Timebanks operate under - respect, reciprocity, community strengthening, assets, redefining valued work."
"c/o Transition Town Media, 604 North Monroe Street",United States,3915,,16326,28 weeks 6 days ago,349,TimeBank Media,,10,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">610-209-4358</span>
</div>","Media, Pennsylvania 19063",9,node/946,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Transition Town Media</span>
</div>",http://media.timebanks.org,,"We strive to re-weave resiliency in the Greater Media, PA community by a system that connects its participants' unmet needs with untapped community resources."
3412 Rt 134,Canada,722,,3117,5 days 22 hours ago,9,TimeBank New Brunswick,,47,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">506-530-5937</span>
</div>","Shediac, New Brunswick E4P3J3",48,timebanks/timebank-new-brunswick,,http://nb.timebanks.org,,The mission of TimeBank New Brunswick is to build a network of people working cooperatively to contribute to each other's well-being through giving and receiving services in an alternative economy based on valuing human time.
"Bow Street, Town Hall",New Zealand,2230,,5058,19 hours 56 min ago,114,Timebank Raglan,,38,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">64 7 825 0480</span>
</div>","Raglan,  3265",29,timebanks/timebank-raglan,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Whaingaroa Environment Centre</span>
</div>",http://raglan.timebanks.org,,"Our Vision: building vibrant resilient and actively connected communities through complementary economic systems. Building healthy communities! Our Mission: Timebank Raglan promotes resilience and wellbeing in our community by connecting people and creating opportunities for them to share and swap skills, time and resources. Core values that underpin all activity:  We are all assets.  Everyone is valuable and has something to offer Redefining work - that is valuing the often unpaid and unseen work that creates a caring and compassionate community Reciprocity - the flow of both giving and receiving Social networks - the value and importance of a connected community Respect"
"44 Norana Rd, Timberlea",New Zealand,1696,,8175,2 days 18 hours ago,73,TimeBank Upper Hutt,,27,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">6449342629</span>
</div>","Upper Hutt,  5018",24,timebanks/timebank-upper-hutt,,http://upperhutt.timebanks.org,,The mission of TimeBank Upper Hutt is to build a network of friendships across the city through inclusive exchange of time and talent. We seek to see our community strengthened by neighbours helping neighbours through reciprocal sharing of time. We have what we need if we use what we have.
"510 Mt Thomas Rd, RD1",New Zealand,30,,87,23 hours 58 min ago,23,Timebank Waimakariri,,7,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">33411383</span>
</div>","Rangiora, Canterbury 7471",7,timebanks/timebank-waimakariri,,http://waimakariri.timebanks.org,,"To provide the opportunity for people to share skills, talents and support through a timebank."
1 S 1st St,United States,none (start up),,none (start up),none (start up),2,TimeBank13069,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">315-516-5998</span>
</div>","Fulton, New York 13069",0,timebanks/timebank13069,,http://tb13069.timebanks.org,,Our mission is the giving and receiving of volunteer services to improve the overall quality of life in our community.
"6619 132nd Avenue, NE, PMB #183",United States,2486,,5571,5 days 1 hour ago,184,Timebanks of Puget Sound (TOPS),West Seattle TimeBank EastsideTimeBank Mercer IslandTimeBank Vashon IslandTimeBank,31,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">206-818-4606</span>
</div>","Kirkland, Washington 98033",25,timebanks/timebanks-puget-sound,,http://tops.timebanks.org,,"Each of us has unique gifts, abundant talents and great value. Timebanks of Puget Sound (ToPS) creates partnerships in communities and neighborhoods to bring together our valuable gifts & talents.  ToPS timebanks are in West Seattle, on the Eastside, Mercer Island and Vashon Island."
"741-4, Doryang-dong",South Korea,9737,,36524,2 days 6 hours ago,640,timebankskorea,,1,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">82-2-10-9008-2992</span>
</div>","Gumi,  39198",1,timebanks/timebankskorea,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">John Center, Gumi, Korea</span>
</div>",http://korea.timebanks.org,,Build up community support system and strengthen solidarity for sustainable community well-being by connecting people and resources within community.
Yesha'ayahu 3,Israel,37,,63,3 years 33 weeks ago,33,TimeBankTLV,,4,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">544646695</span>
</div>","Tel Aviv, Tel Aviv 62494",4,timebanks/timebanktlv,,http://tlv.timebanks.org,,
"5500 39th Street, NW",United States,316,,1562,1 week 45 min ago,133,TimeForAll,,23,,"Washington, District Of Columbia 20015",29,timebanks/tbusa,,http://timeforall.timebanks.org,,Our mission is to nurture and expand a TimeBanking movement that promotes equality and builds caring community economies through inclusive exchanges of time and talents.
"ARC of the Northwoods, 514 West Main Street",United States,579,,3717,1 year 31 weeks ago,96,TimeTraders North and the Washburn Area Timebank,,4,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">715-682-7171</span>
</div>","Ashland, Wisconsin 54806",4,node/835,,http://timetradersnorth.timebanks.org,,"To connect people with people in Northern Wisconsin; to create alternative work and learning opportunities; to fill gaps in community needs; to share, give, receive."
